,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
1070,CCC(C)NC(=O)c1[nH+]c(CNC(=O)CCC2[NH+]=c3ccc(F)cc3=[NH+]2)nc2c(C)cccc12,*CCCC *NC(*)=O *c1[nH+]c(CNC(=O)CCC2[NH+]=c3ccc(F)cc3=[NH+]2)nc2c(C)cccc12,3,25,1,6,2,0,26,11,0,0,0,1,3,-2.138579999999994,120.90500000000003,0.30461859187136947,4.958132637419472,113.17,-7.4,3
1069,CCCNc1nccc(-c2cccc3ccccc23)n1,*CCC *Nc1nccc(-c2cccc3ccccc23)n1,2,17,0,3,0,0,14,8,0,0,0,0,3,4.1187,83.75470000000004,0.7399446753769999,1.908173161753888,37.81,-7.4,3
1068,O=C(Nc1nc(-c2ccccc2)cs1)C1CCN(C(=O)c2ccc(Cl)cc2)CC1,*C(=O)C1CCN(C(=O)c2ccc(Cl)cc2)CC1 *Nc1nc(-c2ccccc2)cs1,2,22,0,3,2,2,22,10,0,0,0,1,3,4.9544,116.2592,0.615272939376,1.9283720643783688,62.3,-7.5,3
1067,O=C(CCOc1ccccc1)N1CCC(c2ccc(F)cc2)CC1,*CCC(=O)N1CCC(c2ccc(F)cc2)CC1 *Oc1ccccc1,2,20,1,1,2,0,19,7,0,0,0,0,3,4.0008,91.50900000000006,0.8012190856649999,1.8114328039900176,29.54,-7.3,3
1066,Cc1nnc(NC(=O)c2ccccc2Cc2ccccc2)s1,*c1nnc(C)s1 *NC(=O)c1ccccc1Cc1ccccc1,2,17,0,3,1,1,15,9,0,0,0,1,2,3.68962,88.28920000000004,0.777437752209,1.8605036456482968,54.88,-7.3,3
1065,O=C(CNC(=O)c1ccoc1)NNC(=O)CC1CCCCC1,*CC(=O)NNC(=O)CC1CCCCC1 *NC(=O)c1ccoc1,2,15,0,3,4,0,18,5,0,0,0,1,1,1.1272,78.51860000000005,0.718914339667,2.2988134670768665,100.44,-6.7,3
1064,COc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)C(C)N,*NCC *C(=O)Nc1cc(S(=O)(=O)N2CCCCC2)ccc1OC,2,15,0,3,4,1,18,6,0,0,0,0,2,1.1555,87.88290000000003,0.836506437421066,2.38619449224484,101.73,-6.9,3
1063,CCOC(=O)CN(C(=O)Cn1nc2ccccn2c1=O)c1ccccc1,*OCC *C(=O)CN(C(*)=O)c1ccccc1 *Cn1nc2ccccn2c1=O,3,18,0,4,4,0,19,9,0,0,0,1,2,1.0923,94.88,0.6269458630870001,2.3346629613971324,85.91,-6.8,3
1062,CC(N)=CC(=O)NNC(=O)c1ccccc1Cl,*NCC *=CC(=O)NNC(=O)c1ccccc1Cl,2,11,0,3,2,1,11,6,0,0,0,0,1,0.9635000000000007,65.00530000000002,0.5422720767226307,2.2056003611047714,84.22,-6.6,3
1059,CCCOc1cc(C)c(C)cc1S(=O)(=O)N1CCN(CCO)CC1,*CCC *Oc1cc(C)c(C)cc1S(=O)(=O)N1CCN(CCO)CC1,2,17,0,2,4,1,20,5,0,0,0,0,2,1.39084,93.98660000000004,0.807924884547,2.168082454339668,70.08000000000001,-6.8,3
1028,COC(=O)c1ccccc1NC(=O)C(C)N,*NCC *C(=O)Nc1ccccc1C(=O)OC,2,11,0,2,3,0,11,5,0,0,0,0,1,0.7589000000000001,60.06060000000002,0.7395921872986257,2.103060848593273,81.42,-5.7,3
1061,Cc1ccccc1C(=O)N1CCC(C(=O)NC(C)N)CC1,*NCC *NC(=O)C1CCN(C(=O)c2ccccc2C)CC1,2,16,0,3,2,0,17,5,0,0,0,0,2,1.26812,81.59860000000003,0.822799313934015,2.415451996391317,75.43,-7.2,3
1026,CCNC(=O)c1cc(S(=O)(=O)NCC)c(OC)cc1OC,*NCC *C(=O)c1cc(*)c(OC)cc1OC *S(=O)(=O)NCC,3,13,0,2,5,1,15,6,0,0,0,0,1,0.7517,78.41570000000004,0.787124079755,2.0976485654871144,93.73,-5.5,3
995,O=CNC1CCCC2=c3cc(C4CCCCC4)ccc3=[NH+]C21,*NC=O *C1CCCC2=c3cc(C4CCCCC4)ccc3=[NH+]C21,2,19,0,2,1,0,20,5,0,0,0,1,3,0.2659,85.61840000000005,0.791162454483,4.386269709875519,43.07,-7.8,3
994,CCC(C(=O)Nc1cc(C)on1)[NH+]1CCN(S(=O)(=O)N2CC(C)OC(C)C2)CC1,*C(=O)C(CC)[NH+]1CCN(S(=O)(=O)N2CC(C)OC(C)C2)CC1 *Nc1cc(C)on1,2,18,0,5,5,1,26,5,0,0,0,1,2,-0.74538,106.72020000000006,0.64269443117,4.638694524898403,109.42,-7.7,3
993,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)[NH+](C(C)N)CCC314,*NCC *[NH+]1CCC23c4c5ccc(OC)c4OC2C(=O)CCC3(O)C1C5,2,19,0,2,4,0,25,4,0,0,0,1,4,-0.6939999999999982,89.86690000000003,0.6603633610399698,6.17531926463967,86.22,-7.8,3
992,O=C1C(C2=NC(C(=O)[O-])C3C(=O)N(c4ccccc4)C(=O)C23)=C([O-])c2ccccc21,*C1N=C(C2=C([O-])c3ccccc3C2=O)C2C(=O)N(c3ccccc3)C(=O)C12 *C(=O)[O-],2,22,0,2,6,0,22,12,0,0,0,3,2,-0.6668,99.8375,0.655767922277,4.182101053697787,130.0,-7.7,3
991,CC(=O)c1cccc(NC(=O)C2CCCN(C(=O)C3C=c4ccccc4=[NH+]3)C2)c1,*C(C)=O *C(=O)Nc1cccc(*)c1 *C1CCCN(C(=O)C2C=c3ccccc3=[NH+]2)C1,3,23,0,3,3,0,22,10,0,0,0,1,3,-0.3706,108.39090000000004,0.724973814371,3.732756816378664,80.45,-7.7,3
990,CC([NH2+]C1CCCN(c2cccnn2)C1)c1ccc(-n2cnnn2)cc1,*C(C)c1ccc(-n2cnnn2)cc1 *[NH2+]C1CCCN(c2cccnn2)C1,2,18,0,8,0,0,21,8,0,0,0,1,3,0.7457,96.76140000000004,0.741785733108,4.0172097682263495,89.23,-7.8,3
989,CC(N)C(=O)C[NH+]1CCc2c(c(C(=O)N3CCc4ccccc4C3)nn2Cc2ccccn2)C1,*NCC *C(=O)C[NH+]1CCc2c(c(C(=O)N3CCc4ccccc4C3)nn2Cc2ccccn2)C1,2,26,0,6,2,0,28,10,0,0,0,1,4,0.38220000000000365,127.21360000000003,0.5555376604526261,4.154233128000319,98.55,-7.8,3
988,CC(N)C(=O)C1CCCN(c2nc3c(c(=O)[nH]2)C(C(=O)Nc2ccccc2)CC(=O)N3)C1,*NCC *C(=O)C1CCCN(c2nc3c(c(=O)[nH]2)C(C(=O)Nc2ccccc2)CC(=O)N3)C1,2,22,0,6,4,0,26,9,0,0,0,0,4,0.9671000000000001,119.51050000000001,0.5429585346229393,3.8067448073115777,150.28,-7.8,3
987,CCC1(c2ccccc2)NC(=O)N(CN2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)C1=O,*C1(CC)NC(=O)N(CN2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)C1=O *c1ccccc1,2,24,0,4,4,0,28,8,0,0,0,2,3,0.9306,117.19440000000006,0.6678404474440001,3.857624614804129,75.55000000000001,-7.8,3
986,CC(N)C(=O)N=C(NCCC1=c2ccccc2=[NH+]C1)Nc1ccc(F)cc1,*NCC *C(=O)N=C(NCCC1=c2ccccc2=[NH+]C1)Nc1ccc(F)cc1,2,20,1,5,1,0,20,9,0,0,0,1,2,-0.988199999999996,102.76650000000002,0.40285875199897464,4.02670076102911,93.48,-7.5,3
985,CC(N)N1C(=O)C(=C2CC(c3cn(Cc4ccccc4)c4ccccc34)NN2)C(=O)N=C1[O-],*NCC *N1C(=O)C(=C2CC(c3cn(Cc4ccccc4)c4ccccc34)NN2)C(=O)N=C1[O-],2,24,0,6,3,0,26,11,0,0,0,2,3,0.8725000000000003,121.07480000000004,0.40561919199255414,3.985702717235819,127.80999999999999,-7.9,3
984,CC[NH+]1CCN(C(c2cc3cc4c(cc3[nH]c2=O)OCCO4)c2nnnn2C2CCCC2)CC1,*N1CC[NH+](CC)CC1 *C(c1cc2cc3c(cc2[nH]c1=O)OCCO3)c1nnnn1C1CCCC1,2,24,0,7,3,0,32,7,0,0,0,2,4,0.7107,125.53440000000003,0.580905002843,4.035476624880838,102.6,-7.9,3
968,Cc1cccc(Cn2c(=O)c3sccc3n(CC(=O)[O-])c2=O)c1,*c1cccc(C)c1 *Cn1c(=O)c2sccc2n(CC(=O)[O-])c1=O,2,16,0,2,4,1,17,8,0,0,0,1,2,0.33132,85.63300000000002,0.70615189375,2.6198703018199865,84.13,-6.9,3
996,CCC(C)C(=O)C12CCC[NH2+]C1CCN(C(=O)c1ccn3nnnc3c1)C2,*CCCC *C(=O)C12CCC[NH2+]C1CCN(C(=O)c1ccn3nnnc3c1)C2,2,19,0,6,2,0,24,6,0,0,0,1,3,0.29760000000000186,98.01190000000004,0.8335809152651309,4.7588603754050105,97.07000000000001,-7.9,3
982,CC(N)=CC(=O)Nc1cccc(NC(N)=O)c1,*NCC *=CC(=O)Nc1cccc(NC(N)=O)c1,2,11,0,4,2,0,11,6,0,0,0,0,1,0.9782000000000002,66.22220000000002,0.5847823387237324,2.1698291236465774,110.24000000000001,-6.3,3
980,Cc1nnc(NC(=O)CN2CCCCC2=O)s1,*c1nnc(C)s1 *NC(=O)CN1CCCCC1=O,2,10,0,4,2,1,14,4,0,0,0,1,1,0.79752,63.706700000000026,0.8793762773229999,2.1878252356867094,75.19,-6.2,3
979,Cc1ccccc1NC(=O)COC(=O)C(C)N,*NCC *C(=O)OCC(=O)Nc1ccccc1C,2,12,0,2,3,0,12,5,0,0,0,0,1,0.8239200000000002,64.41710000000003,0.75836046948823,2.177838214632825,81.42,-6.2,3
978,Cc1ccc(C(=O)Nc2cnn(C)c2)cn1,*c1ccc(C)nc1 *C(=O)Nc1cnn(C)c1,2,11,0,4,1,0,11,6,0,0,0,1,1,1.37582,60.13520000000002,0.833283478648,2.0138192445791,59.81,-6.4,3
977,O=C(CC(=O)NN=Cc1ccncc1)NCc1ccccc1,*C(=O)CC(=O)NN=Cc1ccncc1 *NCc1ccccc1,2,16,0,4,2,0,14,9,0,0,0,0,2,1.2382,82.87940000000003,0.483386330205,2.0204505206482963,83.45,-6.4,3
976,CC(=O)NCc1ccnc(OCc2ccccc2)c1,*C(C)=O *NCc1ccnc(OCc2ccccc2)c1,2,15,0,2,2,0,13,7,0,0,0,0,2,2.2967,72.53170000000004,0.894160646507,1.810209502965076,51.22,-6.5,3
975,CCCCNC(=O)C(=O)Nc1cc(Cl)ccc1OC,*CCCC *NC(=O)C(*)=O *Nc1cc(Cl)ccc1OC,3,13,0,2,3,1,14,5,0,0,0,0,1,2.2034,74.55140000000003,0.645176760545,1.7666743873114985,67.43,-6.0,3
974,CCCCNC(=O)Nc1cccc(C(=O)N2CCCC2)c1,*CCCC *NC(=O)Nc1cccc(C(=O)N2CCCC2)c1,2,16,0,3,2,0,17,5,0,0,0,1,1,2.8442,83.50890000000004,0.812932446405,1.720114389662939,61.440000000000005,-6.4,3
973,O=C(CSCC(=O)Nc1ccncc1)Nc1ccccc1,*CC(=O)Nc1ccccc1 *SCC(*)=O *Nc1ccncc1,3,15,0,3,2,1,14,8,0,0,0,0,2,2.392,85.26340000000002,0.859541841399,1.7716143644422573,71.09,-6.3,3
972,CC(N)C(=O)N1CCC(N2CCN(Cc3ccccc3)C(=O)C2=O)CC1,*NCC *C(=O)N1CCC(N2CCN(Cc3ccccc3)C(=O)C2=O)CC1,2,19,0,4,3,0,22,6,0,0,0,0,3,0.1956000000000011,96.82340000000005,0.7789749036365486,2.7109173865157903,86.95000000000002,-7.1,3
971,CC(C)CC(=O)Nc1cccc(CNC(=O)C(=O)NC(C)N)c1,*NCC *NC(=O)C(=O)NCc1cccc(NC(=O)CC(C)C)c1,2,16,0,4,3,0,17,6,0,0,0,0,1,0.708300000000001,88.16550000000004,0.45639818645028796,2.6481785759031187,113.32000000000001,-7.0,3
970,Cc1nc2ccc(F)cc2c(=O)n1CC(=O)NCC(C)N,*NCC *CNC(=O)Cn1c(C)nc2ccc(F)cc2c1=O,2,14,1,4,2,0,16,6,0,0,0,0,2,0.30742000000000014,77.35710000000002,0.8482222438884515,2.649624424145051,90.01,-6.9,3
1027,C=CCNC(=O)c1ccc(NC(=O)NCCNC(C)=O)cc1,*CC=C *NC(=O)c1ccc(NC(=O)NCCNC(C)=O)cc1,2,15,0,4,3,0,15,7,0,0,0,0,1,0.86,84.67730000000003,0.450827770423,1.979959422760528,99.33,-5.5,3
969,CC(N)NC(=O)NCc1cccc(OCC(=O)N(C)C)c1,*NCC *NC(=O)NCc1cccc(OCC(=O)N(C)C)c1,2,14,0,4,3,0,16,5,0,0,0,0,1,0.25750000000000073,79.65180000000004,0.6555418031374456,2.6393806994486937,96.68999999999998,-6.8,3
981,Cc1cccc(CCNC(=O)C(C)N)c1,*NCC *C(=O)NCCc1cccc(C)c1,2,12,0,2,1,0,11,4,0,0,0,0,1,1.00092,61.542100000000026,0.771892947859758,2.150167146571306,55.120000000000005,-6.3,3
997,CCC(C)CCNC(=O)C12CCC[NH2+]C1CCN(C(=O)c1ccn3nnnc3c1)C2,*CCCC *CCN* *C(=O)C12CCC[NH2+]C1CCN(C(=O)c1ccn3nnnc3c1)C2,3,21,0,7,2,0,27,6,0,0,0,1,3,0.23480000000000278,110.63160000000005,0.7035712445366746,4.621582500158302,109.10000000000001,-7.8,3
983,CC(N)C[NH+]1CCC(c2ccc(-c3cccc(C(N)=O)c3)cn2)CC1,*NCC *C[NH+]1CCC(c2ccc(-c3cccc(C(N)=O)c3)cn2)CC1,2,20,0,4,1,0,20,7,0,0,0,0,3,0.9570000000000013,99.37900000000005,0.7581617088190434,3.88519439376989,86.44000000000001,-7.9,3
999,CC(N)N1CCN2c3ccccc3CC3(C(=O)N(c4ccccc4)C(=O)N=C3[O-])C2C1,*NCC *N1CCN2c3ccccc3CC3(C(=O)N(c4ccccc4)C(=O)N=C3[O-])C2C1,2,23,0,5,3,0,26,9,0,0,0,0,5,0.9499999999999991,115.69440000000003,0.7785914898801546,4.524396657619214,105.3,-8.0,3
1025,CCN(C)C(=O)CCOc1ccccc1C(N)=O,*N(C)CC *C(=O)CCOc1ccccc1C(N)=O,2,13,0,2,3,0,13,5,0,0,0,0,1,1.0327,68.38290000000003,0.830566953927,1.9403877964785696,72.63,-5.6,3
1024,COC(=O)c1ccc(C(=O)NCC2CCN(S(C)(=O)=O)CC2)cc1,*C(=O)OC *CNC(=O)c1ccc(*)cc1 *C1CCN(S(C)(=O)=O)CC1,3,16,0,2,5,1,18,7,0,0,0,0,2,0.8746,89.25550000000004,0.804619503766,1.9523782585354728,92.78,-5.8,3
998,CC1=NC2=NC(NC(C)N)=NC(c3cccc(C)c3)N2C([O-])=C1,*NCC *NC1=NC(c2cccc(C)c2)N2C([O-])=CC(C)=NC2=N1,2,16,0,6,1,0,18,7,0,0,0,0,3,0.5917199999999996,88.60610000000004,0.7804879259958232,4.3841312218164425,101.42999999999999,-7.9,3
1023,Cc1ccc(-n2nnnc2SC(C)C(=O)Nc2ccccc2-c2ccccc2)cc1,*c1ccc(C)cc1 *C(=O)C(C)Sc1nnnn1* *Nc1ccccc1-c1ccccc1,3,23,0,5,1,1,21,12,0,0,0,1,3,4.75702,119.7177,0.4395985132639999,2.4569993848246567,72.7,-8.3,3
1022,O=C(OCc1cc(=O)oc2cc(O)c(O)cc12)c1nn(-c2ccccc2)c(=O)c2ccccc12,*C(=O)c1nn(-c2ccccc2)c(=O)c2ccccc12 *OCc1cc(=O)oc2cc(O)c(O)cc12,2,25,0,2,7,0,24,14,0,0,0,0,5,3.2603,122.2731,0.235376752089,2.4531140028115974,131.86,-8.2,3
1021,CC(Nc1cccc(NC(=O)c2ccccc2)c1)C(=O)NC(=O)NC1CCCC1,*C(C)C(=O)NC(=O)NC1CCCC1 *Nc1cccc(NC(=O)c2ccccc2)c1,2,22,0,4,3,0,22,9,0,0,0,1,2,3.5077,112.85230000000004,0.588771265134,2.431036945174597,99.32999999999998,-8.2,3
1020,Cc1cc(C(=O)N(Cc2ccccn2)c2nc3c(F)cccc3s2)on1,*c1cc(C)no1 *C(=O)N(Cc1ccccn1)c1nc2c(F)cccc2s1,2,18,1,4,2,1,19,10,0,0,0,2,2,3.97382,95.5685,0.525985159476,2.491062104848276,72.12,-8.3,3
1019,Cc1ccc(NC(=O)Cn2nc(-c3ccco3)c3sc(N4CCOCC4)nc3c2=O)c(C)c1,*c1ccc(C)cc1C *NC(=O)Cn1nc(-c2ccco2)c2sc(N3CCOCC3)nc2c1=O,2,23,0,5,4,1,27,10,0,0,0,2,3,3.20514,126.95470000000005,0.475534769889,2.615809142564112,102.49,-8.3,3
1018,COc1cccc(C2C3=C(CC(C)(C)CC3=O)Nc3[nH]c(C(C)N)nc(=O)c32)c1,*NCC *c1nc(=O)c2c([nH]1)NC1=C(C(=O)CC(C)(C)C1)C2c1cccc(OC)c1,2,22,0,4,3,0,24,8,0,0,0,0,4,2.9988,110.96780000000004,0.7381449359701409,3.5732710819022966,110.1,-8.4,3
1016,CC(N)c1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1cccc2ccccc12,*NCC *c1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1cccc2ccccc12,2,19,0,5,2,0,20,9,0,0,0,1,3,1.6445000000000003,101.2471,0.5873123082482383,2.8320408849351786,98.70000000000002,-7.6,3
1015,CC(N)C(=O)CN1CCN(C(=O)C[NH+](C)C)CC1,*NCC *C(=O)CN1CCN(C(=O)C[NH+](C)C)CC1,2,12,0,4,2,0,16,2,0,0,0,0,1,-2.808599999999995,69.35410000000003,0.5577340113467377,3.8520531122958888,71.08000000000001,-5.1,3
1014,CC[NH2+]C(O)C(=O)N1CCNC(=O)C1,*OCC(=O)N1CCNC(=O)C1 *[NH2+]CC,2,8,0,3,3,0,12,2,0,0,0,0,1,-3.1534999999999966,48.06290000000002,0.4223444750035098,4.147154101955626,86.25,-5.1,3
1013,CCOc1ccc(S(=O)(=O)NCc2ccncc2)cc1C,*OCC *c1ccc(S(=O)(=O)NCc2ccncc2)cc1C,2,15,0,2,3,1,14,8,0,0,0,0,2,2.26722,80.61050000000004,0.89050771065,1.907256658241817,68.29,-6.3,3
1012,CCCCNC(=O)C(=O)Nc1c(C)cccc1C(=O)N1CCCC1,*CCCC *NC(=O)C(*)=O *Nc1c(C)cccc1C(*)=O *N1CCCC1,4,18,0,3,3,0,19,6,0,0,0,1,1,2.08582,92.86390000000004,0.643092394701,1.993303068054313,78.51,-6.6,3
1017,O=C(Nc1ncn(-c2ccc(F)cc2)n1)c1cc2nc(-c3ccc(F)cc3)cc(C(F)(F)F)n2n1,*C(=O)c1cc2nc(-c3ccc(F)cc3)cc(C(F)(F)F)n2n1 *Nc1ncn(-c2ccc(F)cc2)n1,2,22,5,7,1,0,26,13,0,0,0,2,3,4.5263,112.6532,0.3616057572519999,2.6683238529991176,90.0,-8.4,3
1010,Cc1noc(-c2ccc(C(=O)NCCCCN3CCOCC3)cc2)n1,*c1nc(C)no1 *CCNC(=O)c1ccc(*)cc1 *CCN1CCOCC1,3,18,0,4,3,0,21,6,0,0,0,1,2,1.88722,93.29720000000005,0.7775569102680001,2.102963775691922,80.49000000000001,-6.6,3
1001,O=C(NCCc1ccccc1F)C(=O)Nc1cccnc1Cl,*C(=O)C(=O)Nc1cccnc1Cl *CCN* *c1ccccc1F,3,15,1,3,2,1,15,8,0,0,0,0,2,2.1715,80.99040000000002,0.6716425191590001,1.9996953174845231,71.09,-6.8,3
1011,CS(=O)(=O)Nc1cccc(NC(=O)COc2cccc([N+](=O)[O-])c2)c1,*S(C)(=O)=O *Nc1cccc(NC(=O)COc2cccc([N+](=O)[O-])c2)c1,2,15,0,3,6,1,16,10,0,0,0,0,2,1.9838,92.12960000000002,0.5733282828440001,1.95109939671176,127.64,-6.4,3
1002,COc1ccccc1COc1ccc(S(=O)(=O)N2CCCC2)cc1C(N)=O,*c1ccccc1OC *COc1ccc(S(*)(=O)=O)cc1C(N)=O *N1CCCC1,3,19,0,2,5,1,20,9,0,0,0,1,2,2.1576,100.27870000000006,0.783668975742,1.995763208801584,98.93,-6.7,3
1003,NC(=O)c1c(F)cccc1Nc1cccc(N)c1,*C(N)=O *c1c(F)cccc1Nc1cccc(N)c1,2,13,1,3,1,0,12,7,0,0,0,0,2,2.2504,69.055,0.726917055222,1.9872701952226848,81.14,-6.8,3
1005,O=C(CN1CCN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1)Nc1ccccc1Cl,*CC(=O)Nc1ccccc1Cl *N1CCN(S(*)(=O)=O)CC1 *c1ccccc1[N+](=O)[O-],3,18,0,4,5,2,21,10,0,0,0,0,3,2.1932,108.3769,0.547653236382,2.037781160837463,112.86,-6.9,3
1004,CC(N)C(=O)Nc1cccc(C(=O)Nc2ccccc2)c1,*NCC *C(=O)Nc1cccc(C(=O)Nc2ccccc2)c1,2,16,0,3,2,0,14,8,0,0,0,0,2,2.2245999999999997,83.11630000000002,0.8040855876848284,1.9907177474141093,84.22,-6.7,3
1000,O=C(c1ccccc1O)N1CCc2ccc(O)cc2C1,*C(=O)N1CCc2ccc(O)cc2C1 *c1ccccc1O,2,16,0,1,3,0,15,7,0,0,0,0,3,2.2963,74.65810000000003,0.836138345544,1.9711076982254447,60.77,-6.7,3
1007,O=C(CSc1nnnn1-c1ccccc1)Nc1ccc2c(c1)OCCO2,*CC(=O)Nc1ccc2c(c1)OCCO2 *Sc1nnnn1-c1ccccc1,2,17,0,5,3,1,20,9,0,0,0,1,3,2.1643,95.93970000000002,0.691523848598,2.0865427761769464,91.16,-6.9,3
1008,CC(N)NC(=O)c1ccccc1NC(=O)CN1C(=O)c2ccccc2S1(=O)=O,*NCC *NC(=O)c1ccccc1NC(=O)CN1C(=O)c2ccccc2S1(=O)=O,2,18,0,4,5,1,19,11,0,0,0,1,2,0.5042999999999989,100.85160000000002,0.6228016740123399,2.84672260359401,138.67,-7.3,3
1009,CCCCC(=O)Nc1ccc(CCCC)cc1,*C(=O)CCCC *Nc1ccc(CCCC)cc1,2,15,0,1,1,0,13,4,0,0,0,0,1,4.1579,73.20870000000005,0.723368408117,1.4788877356867098,29.1,-5.3,3
1006,COC(=O)c1cccc(NC(=O)c2cnc3ccc(C)cn3c2=O)c1,*C(=O)OC *c1cccc(NC(=O)c2cnc3ccc(C)cn3c2=O)c1,2,18,0,3,4,0,17,10,0,0,0,0,3,2.04182,91.93370000000004,0.7422843302359999,2.0835107966162028,89.76999999999998,-6.7,3
1734,CC(N)OCC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,*NCC *OCC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2,12,0,5,4,0,18,4,0,0,0,1,1,-1.8840999999999977,75.82320000000001,0.6235029568210748,3.501608764329724,117.30000000000001,-5.9,4
1731,C[NH+]=C(NCc1nnc2n1CCCCC2)NC(C)N,*NCC *NC(NCc1nnc2n1CCCCC2)=[NH+]C,2,12,0,7,0,0,17,3,0,0,0,1,0,-1.9451999999999972,73.09550000000003,0.2898869201041948,3.982975091366953,94.75999999999999,-6.5,4
1730,CC(N)NC(=O)C(c1ccccc1)N1CC[NH+](CC(=O)N2CCOCC2)CC1,*NCC *NC(=O)C(c1ccccc1)N1CC[NH+](CC(=O)N2CCOCC2)CC1,2,20,0,5,3,0,25,5,0,0,0,0,3,-1.7920999999999938,105.51080000000005,0.4991439733987166,4.171073897351426,92.34,-6.9,4
1732,CC(CO)CNC(=O)C(=O)NC(C)N,*NCC *NC(=O)C(=O)NCC(C)CO,2,8,0,3,3,0,11,2,0,0,0,0,0,-1.8480999999999979,51.05160000000002,0.31786923529733846,3.334710015303979,104.45,-5.4,4
1733,CC(N)OCC(=O)OCC(=O)NC1CCS(=O)(=O)C1,*NCC *OCC(=O)OCC(=O)NC1CCS(=O)(=O)C1,2,10,0,2,6,1,15,4,0,0,0,1,0,-1.8457999999999974,65.76190000000003,0.4350929786073353,3.3663824455345486,124.78999999999999,-5.5,4
1735,CC(N)Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CCO,*NCC *Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CCO,2,10,0,6,3,0,16,4,0,0,0,1,1,-1.8677999999999995,69.95259999999999,0.48051437247466144,3.3690823311859575,130.95999999999998,-6.0,4
1739,CC(N)C(=O)N1CCN(C(=O)CN2CCN(c3cccc[nH+]3)CC2)CC1,*NCC *C(=O)N1CCN(C(=O)CN2CCN(c3cccc[nH+]3)CC2)CC1,2,18,0,6,2,0,23,5,0,0,0,0,3,-1.3592999999999953,98.46010000000005,0.7158417861785511,3.529541500091959,87.26,-6.6,4
1743,CC(N)n1cc(S(=O)(=O)N2CCn3c(nn(C)c3=O)C2)cn1,*NCC *n1cc(S(=O)(=O)N2CCn3c(nn(C)c3=O)C2)cn1,2,11,0,7,3,1,18,6,0,0,0,2,1,-1.5399999999999983,76.18920000000001,0.7290784299266665,3.6920541204138075,121.03999999999998,-6.7,4
1737,NC(=O)C[NH+]1CCCN(C(=O)Cn2c(=O)oc3ccccc32)CC1,*CC(N)=O *[NH+]1CCCN(C(=O)Cn2c(=O)oc3ccccc32)CC1,2,16,0,4,4,0,20,6,0,0,0,1,1,-1.803,86.42910000000003,0.731270368431,3.870037006131097,102.98,-6.7,4
1738,CC(N)N1C(=O)C(=CNc2cccc(C(=O)[O-])c2)C(=O)NC1=S,*NCC *N1C(=O)C(=CNc2cccc(C(=O)[O-])c2)C(=O)NC1=S,2,14,0,4,4,1,16,8,0,0,0,0,2,-1.1060999999999988,83.71430000000001,0.3621637246365202,3.581936392280289,127.59,-6.7,4
1740,CC(N)N1C(=O)C(=O)N(CC(=O)N(C2CC2)C2CCS(=O)(=O)C2)C1=O,*NCC *N1C(=O)C(=O)N(CC(=O)N(C2CC2)C2CCS(=O)(=O)C2)C1=O,2,14,0,4,6,1,21,6,0,1,0,2,0,-1.7399999999999973,84.53120000000004,0.44637740384161667,3.652808637816454,138.16,-6.6,4
1742,CCC(C)CCNCC(NC(=O)N1CCNC1=O)C(=O)[O-],*CCCC *CCN* *CC(NC(=O)N1CCNC1=O)C(=O)[O-],3,13,0,4,4,0,18,3,0,0,0,1,0,-1.1344999999999965,74.37310000000004,0.4905571065519186,3.8109645480197187,113.6,-6.8,4
1729,Cc1ccc(Cn2c(N3CC[NH+](CC(=O)C(C)N)CC3)nc3c2c(=O)[nH]c(=O)n3C)cc1,*NCC *C(=O)C[NH+]1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccc(C)cc2)CC1,2,22,0,7,3,0,27,8,0,0,0,1,3,-1.598779999999996,122.30880000000006,0.4243482848770076,3.951519437342953,123.44999999999999,-6.9,4
1741,C[NH+]=C(NCc1cccc(C(N)=O)c1)NCC1CCCO1,*NC(NCC1CCCO1)=[NH+]C *Cc1cccc(C(N)=O)c1,2,15,0,4,2,0,17,5,0,0,0,1,1,-1.2899,80.67000000000003,0.423772594055,3.3813643836592195,90.35,-6.5,4
1736,Cn1c(C[NH+]2CCC(C(=O)N3CCCC3)CC2)cc(=O)n(C)c1=O,*c1cc(=O)n(C)c(=O)n1C *C[NH+]1CCC(C(=O)N2CCCC2)CC1,2,17,0,4,3,0,22,4,0,0,0,1,2,-1.4987,89.86270000000003,0.774305662508,3.5753274078935773,68.75,-6.6,4
